st,CYQ,year,quarter,Loans,LPCE,LPCTW,Bond_Amount,Bond_Date
AR,2003.1,2003,1,0,0,0,NA,NA
AR,2003.2,2003,2,0,0,0,NA,NA
AR,2003.3,2003,3,0,0,0,NA,NA
AR,2003.4,2003,4,0,0,0,NA,NA
AR,2004.1,2004,1,0,0,0,NA,NA
AR,2004.2,2004,2,0,0,0,NA,NA
AR,2004.3,2004,3,0,0,0,NA,NA
AR,2004.4,2004,4,0,0,0,NA,NA
AR,2005.1,2005,1,0,0,0,NA,NA
AR,2005.2,2005,2,0,0,0,NA,NA
AR,2005.3,2005,3,0,0,0,NA,NA
AR,2005.4,2005,4,0,0,0,NA,NA
AR,2006.1,2006,1,0,0,0,NA,NA
AR,2006.2,2006,2,0,0,0,NA,NA
AR,2006.3,2006,3,0,0,0,NA,NA
AR,2006.4,2006,4,0,0,0,NA,NA
AR,2007.1,2007,1,0,0,0,NA,NA
AR,2007.2,2007,2,0,0,0,NA,NA
AR,2007.3,2007,3,0,0,0,NA,NA
AR,2007.4,2007,4,0,0,0,NA,NA
AR,2008.1,2008,1,0,0,0,NA,NA
AR,2008.2,2008,2,0,0,0,NA,NA
AR,2008.3,2008,3,0,0,0,NA,NA
AR,2008.4,2008,4,0,0,0,NA,NA
AR,2009.1,2009,1,40643,35.70142321,0.12605378,NA,NA
AR,2009.2,2009,2,69845,60.60687575,0.218930451,NA,NA
AR,2009.3,2009,3,109367,97.56043168,0.341926749,NA,NA
AR,2009.4,2009,4,222616,198.5515519,0.703309258,NA,NA
AR,2010.1,2010,1,318169,290.9356752,1.01696787,NA,NA
AR,2010.2,2010,2,330853,296.7044004,1.063880351,NA,NA
AR,2010.3,2010,3,330853,301.6791206,1.079357613,NA,NA
AR,2010.4,2010,4,330853,294.9007632,1.069774944,NA,NA
AR,2011.1,2011,1,352659,320.4880855,1.124144347,NA,NA
AR,2011.2,2011,2,359990,320.5724158,1.138894683,NA,NA
AR,2011.3,2011,3,330853,299.9027376,1.028887515,NA,NA
AR,2011.4,2011,4,330853,294.3228279,1.022990043,NA,NA
AR,2012.1,2012,1,323340,292.5719622,0.98770314,NA,NA
AR,2012.2,2012,2,310373,272.8256436,0.944125317,NA,NA
AR,2012.3,2012,3,279537,249.2670112,0.836103425,NA,NA
AR,2012.4,2012,4,234438,205.8367744,0.695385225,NA,NA
AR,2013.1,2013,1,217917,196.6300296,0.646956097,NA,NA
AR,2013.2,2013,2,168034,147.6631325,0.492992408,NA,NA
AR,2013.3,2013,3,157662,140.4248497,0.459213433,NA,NA
AR,2013.4,2013,4,117352,103.4599193,0.340308489,NA,NA
AR,2014.1,2014,1,89765,80.8324486,0.258740162,0,N.A.
AR,2014.2,2014,2,54243,47.66097209,0.156091632,0,N.A.
AR,2014.3,2014,3,2982,2.655053996,0.008516438,0,N.A.
AR,2014.4,2014,4,0,0,0,0,N.A.
AR,2015.1,2015,1,0,0,0,0,N.A.
AR,2015.2,2015,2,0,0,0,0,N.A.
AR,2015.3,2015,3,0,0,0,0,N.A.
AR,2015.4,2015,4,0,0,0,0,N.A.
AR,2016.1,2016,1,0,0,0,0,N.A.
AR,2016.2,2016,2,0,0,0,0,N.A.
AR,2016.3,2016,3,0,0,0,0,N.A.
AR,2016.4,2016,4,0,0,0,0,N.A.
AR,2017.1,2017,1,0,0,0,0,N.A.
AR,2017.2,2017,2,0,0,0,0,N.A.
AR,2017.3,2017,3,0,0,0,0,N.A.
AR,2017.4,2017,4,0,0,0,0,N.A.
AR,2018.1,2018,1,0,0,0,0,N.A.
AZ,1971.1,1971,1,NA,NA,NA,NA,NA
AZ,1971.2,1971,2,NA,NA,NA,NA,NA
AZ,1971.3,1971,3,NA,NA,NA,NA,NA
AZ,1971.4,1971,4,NA,NA,NA,NA,NA
AZ,1972.1,1972,1,NA,NA,NA,NA,NA
AZ,1972.2,1972,2,NA,NA,NA,NA,NA
AZ,1972.3,1972,3,NA,NA,NA,NA,NA
AZ,1972.4,1972,4,NA,NA,NA,NA,NA
AZ,1973.1,1973,1,NA,NA,NA,NA,NA
AZ,1973.2,1973,2,NA,NA,NA,NA,NA
AZ,1973.3,1973,3,NA,NA,NA,NA,NA
AZ,1973.4,1973,4,NA,NA,NA,NA,NA
AZ,1974.1,1974,1,NA,NA,NA,NA,NA
AZ,1974.2,1974,2,NA,NA,NA,NA,NA
AZ,1974.3,1974,3,NA,NA,NA,NA,NA
AZ,1974.4,1974,4,NA,NA,NA,NA,NA
AZ,1975.1,1975,1,NA,NA,NA,NA,NA
AZ,1975.2,1975,2,NA,NA,NA,NA,NA
AZ,1975.3,1975,3,NA,NA,NA,NA,NA
AZ,1975.4,1975,4,NA,NA,NA,NA,NA
AZ,1976.1,1976,1,NA,NA,NA,NA,NA
AZ,1976.2,1976,2,NA,NA,NA,NA,NA
AZ,1976.3,1976,3,NA,NA,NA,NA,NA
AZ,1976.4,1976,4,NA,NA,NA,NA,NA
AZ,1977.1,1977,1,NA,NA,NA,NA,NA
AZ,1977.2,1977,2,NA,NA,NA,NA,NA
AZ,1977.3,1977,3,NA,NA,NA,NA,NA
AZ,1977.4,1977,4,NA,NA,NA,NA,NA
AZ,1978.1,1978,1,NA,NA,NA,NA,NA
AZ,1978.2,1978,2,NA,NA,NA,NA,NA
AZ,1978.3,1978,3,NA,NA,NA,NA,NA
AZ,1978.4,1978,4,NA,NA,NA,NA,NA
AZ,1979.1,1979,1,NA,NA,NA,NA,NA
AZ,1979.2,1979,2,NA,NA,NA,NA,NA
AZ,1979.3,1979,3,NA,NA,NA,NA,NA
AZ,1979.4,1979,4,NA,NA,NA,NA,NA
AZ,1980.1,1980,1,NA,NA,NA,NA,NA
AZ,1980.2,1980,2,NA,NA,NA,NA,NA
AZ,1980.3,1980,3,NA,NA,NA,NA,NA
AZ,1980.4,1980,4,NA,NA,NA,NA,NA
AZ,1981.1,1981,1,NA,NA,NA,NA,NA
AZ,1981.2,1981,2,NA,NA,NA,NA,NA
AZ,1981.3,1981,3,NA,NA,NA,NA,NA
AZ,1981.4,1981,4,NA,NA,NA,NA,NA
AZ,1982.1,1982,1,NA,NA,NA,NA,NA
AZ,1982.2,1982,2,NA,NA,NA,NA,NA
AZ,1982.3,1982,3,NA,NA,NA,NA,NA
AZ,1982.4,1982,4,NA,NA,NA,NA,NA
AZ,1983.1,1983,1,NA,NA,NA,NA,NA
AZ,1983.2,1983,2,NA,NA,NA,NA,NA
AZ,1983.3,1983,3,NA,NA,NA,NA,NA
AZ,1983.4,1983,4,NA,NA,NA,NA,NA
AZ,1984.1,1984,1,NA,NA,NA,NA,NA
AZ,1984.2,1984,2,NA,NA,NA,NA,NA
AZ,1984.3,1984,3,NA,NA,NA,NA,NA
AZ,1984.4,1984,4,NA,NA,NA,NA,NA
AZ,1985.1,1985,1,NA,NA,NA,NA,NA
AZ,1985.2,1985,2,NA,NA,NA,NA,NA
AZ,1985.3,1985,3,NA,NA,NA,NA,NA
AZ,1985.4,1985,4,NA,NA,NA,NA,NA
AZ,1986.1,1986,1,NA,NA,NA,NA,NA
AZ,1986.2,1986,2,NA,NA,NA,NA,NA
AZ,1986.3,1986,3,NA,NA,NA,NA,NA
AZ,1986.4,1986,4,NA,NA,NA,NA,NA
AZ,1987.1,1987,1,NA,NA,NA,NA,NA
AZ,1987.2,1987,2,NA,NA,NA,NA,NA
AZ,1987.3,1987,3,NA,NA,NA,NA,NA
AZ,1987.4,1987,4,NA,NA,NA,NA,NA
AZ,1988.1,1988,1,NA,NA,NA,NA,NA
AZ,1988.2,1988,2,NA,NA,NA,NA,NA
AZ,1988.3,1988,3,NA,NA,NA,NA,NA
AZ,1988.4,1988,4,NA,NA,NA,NA,NA
AZ,1989.1,1989,1,NA,NA,NA,NA,NA
AZ,1989.2,1989,2,NA,NA,NA,NA,NA
AZ,1989.3,1989,3,NA,NA,NA,NA,NA
AZ,1989.4,1989,4,NA,NA,NA,NA,NA
AZ,1990.1,1990,1,NA,NA,NA,NA,NA
AZ,1990.2,1990,2,NA,NA,NA,NA,NA
AZ,1990.3,1990,3,NA,NA,NA,NA,NA
AZ,1990.4,1990,4,NA,NA,NA,NA,NA
AZ,1991.1,1991,1,NA,NA,NA,NA,NA
AZ,1991.2,1991,2,NA,NA,NA,NA,NA
AZ,1991.3,1991,3,NA,NA,NA,NA,NA
AZ,1991.4,1991,4,NA,NA,NA,NA,NA
AZ,1992.1,1992,1,NA,NA,NA,NA,NA
AZ,1992.2,1992,2,NA,NA,NA,NA,NA
AZ,1992.3,1992,3,NA,NA,NA,NA,NA
AZ,1992.4,1992,4,NA,NA,NA,NA,NA
AZ,1993.1,1993,1,NA,NA,NA,NA,NA
AZ,1993.2,1993,2,NA,NA,NA,NA,NA
AZ,1993.3,1993,3,NA,NA,NA,NA,NA
AZ,1993.4,1993,4,NA,NA,NA,NA,NA
AZ,1994.1,1994,1,NA,NA,NA,NA,NA
AZ,1994.2,1994,2,NA,NA,NA,NA,NA
AZ,1994.3,1994,3,NA,NA,NA,NA,NA
AZ,1994.4,1994,4,NA,NA,NA,NA,NA
AZ,1995.1,1995,1,NA,NA,NA,NA,NA
AZ,1995.2,1995,2,NA,NA,NA,NA,NA
AZ,1995.3,1995,3,NA,NA,NA,NA,NA
AZ,1995.4,1995,4,NA,NA,NA,NA,NA
AZ,1996.1,1996,1,NA,NA,NA,NA,NA
AZ,1996.2,1996,2,NA,NA,NA,NA,NA
AZ,1996.3,1996,3,NA,NA,NA,NA,NA
AZ,1996.4,1996,4,NA,NA,NA,NA,NA
AZ,1997.1,1997,1,NA,NA,NA,NA,NA
AZ,1997.2,1997,2,NA,NA,NA,NA,NA
AZ,1997.3,1997,3,NA,NA,NA,NA,NA
AZ,1997.4,1997,4,NA,NA,NA,NA,NA
AZ,1998.1,1998,1,NA,NA,NA,NA,NA
AZ,1998.2,1998,2,NA,NA,NA,NA,NA
AZ,1998.3,1998,3,NA,NA,NA,NA,NA
AZ,1998.4,1998,4,NA,NA,NA,NA,NA
AZ,1999.1,1999,1,NA,NA,NA,NA,NA
AZ,1999.2,1999,2,NA,NA,NA,NA,NA
AZ,1999.3,1999,3,NA,NA,NA,NA,NA
AZ,1999.4,1999,4,NA,NA,NA,NA,NA
AZ,2000.1,2000,1,NA,NA,NA,NA,NA
AZ,2000.2,2000,2,NA,NA,NA,NA,NA
AZ,2000.3,2000,3,NA,NA,NA,NA,NA
AZ,2000.4,2000,4,NA,NA,NA,NA,NA
AZ,2001.1,2001,1,NA,NA,NA,NA,NA
AZ,2001.2,2001,2,NA,NA,NA,NA,NA
AZ,2001.3,2001,3,NA,NA,NA,NA,NA
AZ,2001.4,2001,4,NA,NA,NA,NA,NA
AZ,2002.1,2002,1,NA,NA,NA,NA,NA
AZ,2002.2,2002,2,NA,NA,NA,NA,NA
AZ,2002.3,2002,3,NA,NA,NA,NA,NA
AZ,2002.4,2002,4,NA,NA,NA,NA,NA
AZ,2003.1,2003,1,0,0,0,NA,NA
AZ,2003.2,2003,2,0,0,0,NA,NA
AZ,2003.3,2003,3,0,0,0,NA,NA
AZ,2003.4,2003,4,0,0,0,NA,NA
AZ,2004.1,2004,1,0,0,0,NA,NA
AZ,2004.2,2004,2,0,0,0,NA,NA
AZ,2004.3,2004,3,0,0,0,NA,NA
AZ,2004.4,2004,4,0,0,0,NA,NA
AZ,2005.1,2005,1,0,0,0,NA,NA
AZ,2005.2,2005,2,0,0,0,NA,NA
AZ,2005.3,2005,3,0,0,0,NA,NA
AZ,2005.4,2005,4,0,0,0,NA,NA
AZ,2006.1,2006,1,0,0,0,NA,NA
AZ,2006.2,2006,2,0,0,0,NA,NA
AZ,2006.3,2006,3,0,0,0,NA,NA
AZ,2006.4,2006,4,0,0,0,NA,NA
AZ,2007.1,2007,1,0,0,0,NA,NA
AZ,2007.2,2007,2,0,0,0,NA,NA
AZ,2007.3,2007,3,0,0,0,NA,NA
AZ,2007.4,2007,4,0,0,0,NA,NA
AZ,2008.1,2008,1,0,0,0,NA,NA
AZ,2008.2,2008,2,0,0,0,NA,NA
AZ,2008.3,2008,3,0,0,0,NA,NA
AZ,2008.4,2008,4,0,0,0,NA,NA
AZ,2009.1,2009,1,0,0,0,NA,NA
AZ,2009.2,2009,2,0,0,0,NA,NA
AZ,2009.3,2009,3,0,0,0,NA,NA
AZ,2009.4,2009,4,0,0,0,NA,NA
AZ,2010.1,2010,1,22043,9.696873184,0.027289101,NA,NA
AZ,2010.2,2010,2,7510,3.21419278,0.009434077,NA,NA
AZ,2010.3,2010,3,120481,52.30299715,0.153429209,NA,NA
AZ,2010.4,2010,4,236446,103.3044889,0.301435371,NA,NA
AZ,2011.1,2011,1,329697,146.704394,0.418451367,NA,NA
AZ,2011.2,2011,2,240865,102.8681273,0.303818684,NA,NA
AZ,2011.3,2011,3,326883,140.7467847,0.40577746,NA,NA
AZ,2011.4,2011,4,361957,156.2285403,0.444921274,NA,NA
AZ,2012.1,2012,1,421941,184.7053931,0.509842372,NA,NA
AZ,2012.2,2012,2,240730,101.0549205,0.289988007,NA,NA
AZ,2012.3,2012,3,274084,115.8875407,0.323357632,NA,NA
AZ,2012.4,2012,4,312940,132.4917717,0.36481094,NA,NA
AZ,2013.1,2013,1,307534,131.7465519,0.357556574,NA,NA
AZ,2013.2,2013,2,111382,45.75346236,0.127383858,NA,NA
AZ,2013.3,2013,3,0,0,0,NA,NA
AZ,2013.4,2013,4,0,0,0,NA,NA
AZ,2014.1,2014,1,0,0,0,200000,Oct. 2013
AZ,2014.2,2014,2,12735,5.099997597,0.014058815,200000,Oct. 2013
AZ,2014.3,2014,3,44571,17.99666159,0.048461276,200000,Oct. 2013
AZ,2014.4,2014,4,68073,27.60654839,0.073418204,200000,Oct. 2013
AZ,2015.1,2015,1,77993,31.95191706,0.083382924,200000,Oct. 2013
AZ,2015.2,2015,2,0,0,0,0,N.A.
AZ,2015.3,2015,3,0,0,0,0,N.A.
AZ,2015.4,2015,4,0,0,0,0,N.A.
AZ,2016.1,2016,1,0,0,0,0,N.A.
AZ,2016.2,2016,2,0,0,0,0,N.A.
AZ,2016.3,2016,3,0,0,0,0,N.A.
AZ,2016.4,2016,4,0,0,0,0,N.A.
AZ,2017.1,2017,1,0,0,0,0,N.A.
AZ,2017.2,2017,2,0,0,0,0,N.A.
AZ,2017.3,2017,3,0,0,0,0,N.A.
AZ,2017.4,2017,4,0,0,0,0,N.A.
AZ,2018.1,2018,1,0,0,0,0,N.A.
CA,1971.1,1971,1,NA,NA,NA,NA,NA
CA,1971.2,1971,2,NA,NA,NA,NA,NA
CA,1971.3,1971,3,NA,NA,NA,NA,NA
CA,1971.4,1971,4,NA,NA,NA,NA,NA
CA,1972.1,1972,1,NA,NA,NA,NA,NA
CA,1972.2,1972,2,NA,NA,NA,NA,NA
CA,1972.3,1972,3,NA,NA,NA,NA,NA
CA,1972.4,1972,4,NA,NA,NA,NA,NA
CA,1973.1,1973,1,NA,NA,NA,NA,NA
CA,1973.2,1973,2,NA,NA,NA,NA,NA
CA,1973.3,1973,3,NA,NA,NA,NA,NA
CA,1973.4,1973,4,NA,NA,NA,NA,NA
CA,1974.1,1974,1,NA,NA,NA,NA,NA
CA,1974.2,1974,2,NA,NA,NA,NA,NA
CA,1974.3,1974,3,NA,NA,NA,NA,NA
CA,1974.4,1974,4,NA,NA,NA,NA,NA
CA,1975.1,1975,1,NA,NA,NA,NA,NA
CA,1975.2,1975,2,NA,NA,NA,NA,NA
CA,1975.3,1975,3,NA,NA,NA,NA,NA
CA,1975.4,1975,4,NA,NA,NA,NA,NA
CA,1976.1,1976,1,NA,NA,NA,NA,NA
CA,1976.2,1976,2,NA,NA,NA,NA,NA
CA,1976.3,1976,3,NA,NA,NA,NA,NA
CA,1976.4,1976,4,NA,NA,NA,NA,NA
CA,1977.1,1977,1,NA,NA,NA,NA,NA
CA,1977.2,1977,2,NA,NA,NA,NA,NA
CA,1977.3,1977,3,NA,NA,NA,NA,NA
CA,1977.4,1977,4,NA,NA,NA,NA,NA
CA,1978.1,1978,1,NA,NA,NA,NA,NA
CA,1978.2,1978,2,NA,NA,NA,NA,NA
CA,1978.3,1978,3,NA,NA,NA,NA,NA
CA,1978.4,1978,4,NA,NA,NA,NA,NA
CA,1979.1,1979,1,NA,NA,NA,NA,NA
CA,1979.2,1979,2,NA,NA,NA,NA,NA
CA,1979.3,1979,3,NA,NA,NA,NA,NA
CA,1979.4,1979,4,NA,NA,NA,NA,NA
CA,1980.1,1980,1,NA,NA,NA,NA,NA
CA,1980.2,1980,2,NA,NA,NA,NA,NA
CA,1980.3,1980,3,NA,NA,NA,NA,NA
CA,1980.4,1980,4,NA,NA,NA,NA,NA
CA,1981.1,1981,1,NA,NA,NA,NA,NA
CA,1981.2,1981,2,NA,NA,NA,NA,NA
CA,1981.3,1981,3,NA,NA,NA,NA,NA
CA,1981.4,1981,4,NA,NA,NA,NA,NA
CA,1982.1,1982,1,NA,NA,NA,NA,NA
CA,1982.2,1982,2,NA,NA,NA,NA,NA
CA,1982.3,1982,3,NA,NA,NA,NA,NA
CA,1982.4,1982,4,NA,NA,NA,NA,NA
CA,1983.1,1983,1,NA,NA,NA,NA,NA
CA,1983.2,1983,2,NA,NA,NA,NA,NA
CA,1983.3,1983,3,NA,NA,NA,NA,NA
CA,1983.4,1983,4,NA,NA,NA,NA,NA
CA,1984.1,1984,1,NA,NA,NA,NA,NA
CA,1984.2,1984,2,NA,NA,NA,NA,NA
CA,1984.3,1984,3,NA,NA,NA,NA,NA
CA,1984.4,1984,4,NA,NA,NA,NA,NA
CA,1985.1,1985,1,NA,NA,NA,NA,NA
CA,1985.2,1985,2,NA,NA,NA,NA,NA
CA,1985.3,1985,3,NA,NA,NA,NA,NA
CA,1985.4,1985,4,NA,NA,NA,NA,NA
CA,1986.1,1986,1,NA,NA,NA,NA,NA
CA,1986.2,1986,2,NA,NA,NA,NA,NA
CA,1986.3,1986,3,NA,NA,NA,NA,NA
CA,1986.4,1986,4,NA,NA,NA,NA,NA
CA,1987.1,1987,1,NA,NA,NA,NA,NA
CA,1987.2,1987,2,NA,NA,NA,NA,NA
CA,1987.3,1987,3,NA,NA,NA,NA,NA
CA,1987.4,1987,4,NA,NA,NA,NA,NA
CA,1988.1,1988,1,NA,NA,NA,NA,NA
CA,1988.2,1988,2,NA,NA,NA,NA,NA
CA,1988.3,1988,3,NA,NA,NA,NA,NA
CA,1988.4,1988,4,NA,NA,NA,NA,NA
CA,1989.1,1989,1,NA,NA,NA,NA,NA
CA,1989.2,1989,2,NA,NA,NA,NA,NA
CA,1989.3,1989,3,NA,NA,NA,NA,NA
CA,1989.4,1989,4,NA,NA,NA,NA,NA
CA,1990.1,1990,1,NA,NA,NA,NA,NA
CA,1990.2,1990,2,NA,NA,NA,NA,NA
CA,1990.3,1990,3,NA,NA,NA,NA,NA
CA,1990.4,1990,4,NA,NA,NA,NA,NA
CA,1991.1,1991,1,NA,NA,NA,NA,NA
CA,1991.2,1991,2,NA,NA,NA,NA,NA
CA,1991.3,1991,3,NA,NA,NA,NA,NA
CA,1991.4,1991,4,NA,NA,NA,NA,NA
CA,1992.1,1992,1,NA,NA,NA,NA,NA
CA,1992.2,1992,2,NA,NA,NA,NA,NA
CA,1992.3,1992,3,NA,NA,NA,NA,NA
CA,1992.4,1992,4,NA,NA,NA,NA,NA
CA,1993.1,1993,1,NA,NA,NA,NA,NA
CA,1993.2,1993,2,NA,NA,NA,NA,NA
CA,1993.3,1993,3,NA,NA,NA,NA,NA
CA,1993.4,1993,4,NA,NA,NA,NA,NA
CA,1994.1,1994,1,NA,NA,NA,NA,NA
CA,1994.2,1994,2,NA,NA,NA,NA,NA
CA,1994.3,1994,3,NA,NA,NA,NA,NA
CA,1994.4,1994,4,NA,NA,NA,NA,NA
CA,1995.1,1995,1,NA,NA,NA,NA,NA
CA,1995.2,1995,2,NA,NA,NA,NA,NA
CA,1995.3,1995,3,NA,NA,NA,NA,NA
CA,1995.4,1995,4,NA,NA,NA,NA,NA
CA,1996.1,1996,1,NA,NA,NA,NA,NA
CA,1996.2,1996,2,NA,NA,NA,NA,NA
CA,1996.3,1996,3,NA,NA,NA,NA,NA
CA,1996.4,1996,4,NA,NA,NA,NA,NA
CA,1997.1,1997,1,NA,NA,NA,NA,NA
CA,1997.2,1997,2,NA,NA,NA,NA,NA
CA,1997.3,1997,3,NA,NA,NA,NA,NA
CA,1997.4,1997,4,NA,NA,NA,NA,NA
CA,1998.1,1998,1,NA,NA,NA,NA,NA
CA,1998.2,1998,2,NA,NA,NA,NA,NA
CA,1998.3,1998,3,NA,NA,NA,NA,NA
CA,1998.4,1998,4,NA,NA,NA,NA,NA
CA,1999.1,1999,1,NA,NA,NA,NA,NA
CA,1999.2,1999,2,NA,NA,NA,NA,NA
CA,1999.3,1999,3,NA,NA,NA,NA,NA
CA,1999.4,1999,4,NA,NA,NA,NA,NA
CA,2000.1,2000,1,NA,NA,NA,NA,NA
CA,2000.2,2000,2,NA,NA,NA,NA,NA
CA,2000.3,2000,3,NA,NA,NA,NA,NA
CA,2000.4,2000,4,NA,NA,NA,NA,NA
CA,2001.1,2001,1,NA,NA,NA,NA,NA
CA,2001.2,2001,2,NA,NA,NA,NA,NA
CA,2001.3,2001,3,NA,NA,NA,NA,NA
CA,2001.4,2001,4,NA,NA,NA,NA,NA
CA,2002.1,2002,1,NA,NA,NA,NA,NA
CA,2002.2,2002,2,NA,NA,NA,NA,NA
CA,2002.3,2002,3,NA,NA,NA,NA,NA
CA,2002.4,2002,4,NA,NA,NA,NA,NA
CA,2003.1,2003,1,0,0,0,NA,NA
CA,2003.2,2003,2,0,0,0,NA,NA
CA,2003.3,2003,3,0,0,0,NA,NA
CA,2003.4,2003,4,0,0,0,NA,NA
CA,2004.1,2004,1,0,0,0,NA,NA
CA,2004.2,2004,2,0,0,0,NA,NA
CA,2004.3,2004,3,0,0,0,NA,NA
CA,2004.4,2004,4,0,0,0,NA,NA
CA,2005.1,2005,1,0,0,0,NA,NA
CA,2005.2,2005,2,0,0,0,NA,NA
CA,2005.3,2005,3,0,0,0,NA,NA
CA,2005.4,2005,4,0,0,0,NA,NA
CA,2006.1,2006,1,0,0,0,NA,NA
CA,2006.2,2006,2,0,0,0,NA,NA
CA,2006.3,2006,3,0,0,0,NA,NA
CA,2006.4,2006,4,0,0,0,NA,NA
CA,2007.1,2007,1,0,0,0,NA,NA
CA,2007.2,2007,2,0,0,0,NA,NA
CA,2007.3,2007,3,0,0,0,NA,NA
CA,2007.4,2007,4,0,0,0,NA,NA
CA,2008.1,2008,1,0,0,0,NA,NA
CA,2008.2,2008,2,0,0,0,NA,NA
CA,2008.3,2008,3,0,0,0,NA,NA
CA,2008.4,2008,4,0,0,0,NA,NA
CA,2009.1,2009,1,1368788,90.00931862,0.216874413,NA,NA
CA,2009.2,2009,2,1944070,128.3838899,0.310954956,NA,NA
CA,2009.3,2009,3,4076158,280.6902122,0.665112526,NA,NA
CA,2009.4,2009,4,5984689,412.2155634,0.997951113,NA,NA
CA,2010.1,2010,1,8408547,592.748621,1.436206151,NA,NA
CA,2010.2,2010,2,7203296,504.3152079,1.242910828,NA,NA
CA,2010.3,2010,3,8347503,597.5168219,1.451968025,NA,NA
CA,2010.4,2010,4,9454435,662.9008888,1.638005106,NA,NA
CA,2011.1,2011,1,10614552,752.1410885,1.820621595,NA,NA
CA,2011.2,2011,2,10957982,764.3017355,1.846696943,NA,NA
CA,2011.3,2011,3,9034656,640.4796117,1.489446878,NA,NA
CA,2011.4,2011,4,9803253,683.570807,1.59448001,NA,NA
CA,2012.1,2012,1,10590699,741.4637531,1.689239555,NA,NA
CA,2012.2,2012,2,8968937,618.1028142,1.434293713,NA,NA
CA,2012.3,2012,3,9806162,683.5857026,1.538933978,NA,NA
CA,2012.4,2012,4,10254759,699.7876567,1.5916217,NA,NA
CA,2013.1,2013,1,10763311,731.2926173,1.659185575,NA,NA
CA,2013.2,2013,2,8585319,573.1414085,1.278854039,NA,NA
CA,2013.3,2013,3,9189069,619.5801639,1.357578056,NA,NA
CA,2013.4,2013,4,9748437,643.3646622,1.421289813,NA,NA
CA,2014.1,2014,1,9909311,653.7628914,1.427585147,0,N.A.
CA,2014.2,2014,2,7633391,495.1309322,1.094332905,0,N.A.
CA,2014.3,2014,3,8042654,527.6330418,1.130926323,0,N.A.
CA,2014.4,2014,4,8602224,552.2243495,1.194488731,0,N.A.
CA,2015.1,2015,1,8198359,525.6275486,1.119875412,0,N.A.
CA,2015.2,2015,2,5670653,357.7759097,0.763001248,0,N.A.
CA,2015.3,2015,3,5953204,379.2483292,0.786459296,0,N.A.
CA,2015.4,2015,4,6409126,399.922276,0.82895112,0,N.A.
CA,2016.1,2016,1,5900458,366.1820282,0.751166764,0,N.A.
CA,2016.2,2016,2,3112178,190.1404148,0.386967557,0,N.A.
CA,2016.3,2016,3,3415911,211.2616527,0.42196019,0,N.A.
CA,2016.4,2016,4,3882486,235.2869381,0.473778085,0,N.A.
CA,2017.1,2017,1,3175641,192.4054392,0.379144194,0,N.A.
CA,2017.2,2017,2,385137,23.04781582,0.045749214,0,N.A.
CA,2017.3,2017,3,687463,41.75693483,0.079772216,0,N.A.
CA,2017.4,2017,4,1163485,69.16683064,0.132937735,0,N.A.
CA,2018.1,2018,1,0,0,0,0,N.A.
CO,1971.1,1971,1,NA,NA,NA,NA,NA
CO,1971.2,1971,2,NA,NA,NA,NA,NA
CO,1971.3,1971,3,NA,NA,NA,NA,NA
CO,1971.4,1971,4,NA,NA,NA,NA,NA
CO,1972.1,1972,1,NA,NA,NA,NA,NA
CO,1972.2,1972,2,NA,NA,NA,NA,NA
CO,1972.3,1972,3,NA,NA,NA,NA,NA
CO,1972.4,1972,4,NA,NA,NA,NA,NA
CO,1973.1,1973,1,NA,NA,NA,NA,NA
CO,1973.2,1973,2,NA,NA,NA,NA,NA
CO,1973.3,1973,3,NA,NA,NA,NA,NA
CO,1973.4,1973,4,NA,NA,NA,NA,NA
CO,1974.1,1974,1,NA,NA,NA,NA,NA
CO,1974.2,1974,2,NA,NA,NA,NA,NA
CO,1974.3,1974,3,NA,NA,NA,NA,NA
CO,1974.4,1974,4,NA,NA,NA,NA,NA
CO,1975.1,1975,1,NA,NA,NA,NA,NA
CO,1975.2,1975,2,NA,NA,NA,NA,NA
CO,1975.3,1975,3,NA,NA,NA,NA,NA
CO,1975.4,1975,4,NA,NA,NA,NA,NA
CO,1976.1,1976,1,NA,NA,NA,NA,NA
CO,1976.2,1976,2,NA,NA,NA,NA,NA
CO,1976.3,1976,3,NA,NA,NA,NA,NA
CO,1976.4,1976,4,NA,NA,NA,NA,NA
CO,1977.1,1977,1,NA,NA,NA,NA,NA
CO,1977.2,1977,2,NA,NA,NA,NA,NA
CO,1977.3,1977,3,NA,NA,NA,NA,NA
CO,1977.4,1977,4,NA,NA,NA,NA,NA
CO,1978.1,1978,1,NA,NA,NA,NA,NA
CO,1978.2,1978,2,NA,NA,NA,NA,NA
CO,1978.3,1978,3,NA,NA,NA,NA,NA
CO,1978.4,1978,4,NA,NA,NA,NA,NA
CO,1979.1,1979,1,NA,NA,NA,NA,NA
CO,1979.2,1979,2,NA,NA,NA,NA,NA
CO,1979.3,1979,3,NA,NA,NA,NA,NA
CO,1979.4,1979,4,NA,NA,NA,NA,NA
CO,1980.1,1980,1,NA,NA,NA,NA,NA
CO,1980.2,1980,2,NA,NA,NA,NA,NA
CO,1980.3,1980,3,NA,NA,NA,NA,NA
CO,1980.4,1980,4,NA,NA,NA,NA,NA
CO,1981.1,1981,1,NA,NA,NA,NA,NA
CO,1981.2,1981,2,NA,NA,NA,NA,NA
CO,1981.3,1981,3,NA,NA,NA,NA,NA
