st,CYQ,year,quarter,Civlian_Labor_Force,Covered_Employment,Sub_Employer,TUR,TUR_Rank,Total_Unemployment
MS,2009.2,2009,2,1289.157333,1096.564,56.453,9.146051995,894,117.907
MS,2009.3,2009,3,1287.401333,1062.105,56.131,9.818383493,664,126.402
MS,2009.4,2009,4,1285.479333,1059.558,55.784,10.15312576,574,130.5163333
MS,2010.1,2010,1,1258.52,1046.196,56.034,11.2642363,316,141.7626667
MS,2010.2,2010,2,1282.300333,1049.917,55.496,10.28989309,530,131.9473333
MS,2010.3,2010,3,1337.498,1034.057,54.99,10.09142942,591,134.9726667
MS,2010.4,2010,4,1348.115333,1052.717,54.366,9.957110495,630,134.2333333
MS,2011.1,2011,1,1336.834333,1044.808,54.351,10.26519616,545,137.2286667
MS,2011.2,2011,2,1348.944667,1055.104,54.162,10.13718378,578,136.745
MS,2011.3,2011,3,1345.099667,1040.022,54.004,10.10011898,589,135.8566667
MS,2011.4,2011,4,1340.353667,1055.229,53.802,9.43129189,769,126.4126667
MS,2012.1,2012,1,1322.222333,1047.004,53.742,9.250184097,843,122.308
MS,2012.2,2012,2,1325.045,1057.384,53.874,8.927923203,1011,118.299
MS,2012.3,2012,3,1317.251,1049.298,53.504,9.187871813,875,121.0273333
MS,2012.4,2012,4,1301.625667,1064.191,52.605,8.583625041,1205,111.7266667
MS,2013.1,2013,1,1282.827667,1057.188,52.979,9.072431917,916,116.3836667
MS,2013.2,2013,2,1284.184667,1067.517,53.033,8.740279825,1102,112.2413333
MS,2013.3,2013,3,1269.200333,1056.164,52.848,8.498343182,1245,107.861
MS,2013.4,2013,4,1253.695667,1070.164,52.924,7.849884887,1689,98.41366667
MS,2014.1,2014,1,1247.876333,1065.16,53.149,8.183342954,1449,102.118
MS,2014.2,2014,2,1251.471667,1079.44,52.92,7.682661613,1846,96.14633333
MS,2014.3,2014,3,1245.209667,1066.424,52.735,7.554872285,1967,94.074
MS,2014.4,2014,4,1247.499,1079.208,52.789,6.692269894,2929,83.486
MS,2015.1,2015,1,1247.813,1074.17,55.439,6.724511873,2893,83.90933333
MS,2015.2,2015,2,1269.435667,1089.189,54.314,6.577463424,3082,83.49666667
MS,2015.3,2015,3,1265.585667,1074.292,54.583,6.328453467,3416,80.092
MS,2015.4,2015,4,1272.865667,1091.035,54.714,6.056098614,3797,77.086
MS,2016.1,2016,1,1273.002,1087.735,54.951,6.059849081,3791,77.142
MS,2016.2,2016,2,1281.340667,1103.829,54.905,6.049783274,3806,77.51833333
MS,2016.3,2016,3,1280.840667,1092.123,55.053,5.884442561,4069,75.37033333
MS,2016.4,2016,4,1280.659,1100.144,55.331,5.300942718,5078,67.887
MS,2017.1,2017,1,1278.781667,1098.278,55.567,5.425554792,4843,69.381
MS,2017.2,2017,2,1286.950333,1107.534,55.947,5.337942334,5013,68.69666667
MS,2017.3,2017,3,1279.462,1094.471,55.85,5.153884992,5372,65.942
MS,2017.4,2017,4,1275.090667,1104.759,56.106,4.376473098,6811,55.804
MS,2018.1,2018,1,1267.138333,1099.513,56.501,4.433743751,6706,56.18166667
MT,1971.1,1971,1,NA,NA,NA,NA,NA,NA
MT,1971.2,1971,2,NA,NA,NA,NA,NA,NA
MT,1971.3,1971,3,NA,NA,NA,NA,NA,NA
MT,1971.4,1971,4,NA,NA,NA,NA,NA,NA
MT,1972.1,1972,1,NA,NA,NA,NA,NA,NA
MT,1972.2,1972,2,NA,NA,NA,NA,NA,NA
MT,1972.3,1972,3,NA,NA,NA,NA,NA,NA
MT,1972.4,1972,4,NA,NA,NA,NA,NA,NA
MT,1973.1,1973,1,NA,NA,NA,NA,NA,NA
MT,1973.2,1973,2,NA,NA,NA,NA,NA,NA
MT,1973.3,1973,3,NA,NA,NA,NA,NA,NA
MT,1973.4,1973,4,NA,NA,NA,NA,NA,NA
MT,1974.1,1974,1,NA,NA,NA,NA,NA,NA
MT,1974.2,1974,2,NA,NA,NA,NA,NA,NA
MT,1974.3,1974,3,NA,157.501,NA,NA,NA,NA
MT,1974.4,1974,4,NA,169.367,NA,NA,NA,NA
MT,1975.1,1975,1,NA,181.563,NA,NA,NA,NA
MT,1975.2,1975,2,NA,171.118,NA,NA,NA,NA
MT,1975.3,1975,3,NA,166.574,NA,NA,NA,NA
MT,1975.4,1975,4,NA,176.514,NA,NA,NA,NA
MT,1976.1,1976,1,324.8306667,213.338,NA,7.291696597,2219,23.68566667
MT,1976.2,1976,2,331.9496667,211.296,NA,5.417387576,4854,17.983
MT,1976.3,1976,3,339.6603333,206.986,NA,4.728645578,6162,16.06133333
MT,1976.4,1976,4,333.5656667,221.322,NA,5.811049698,4188,19.38366667
MT,1977.1,1977,1,334.249,224.564,NA,7.473570103,2022,24.98033333
MT,1977.2,1977,2,344.541,224.922,NA,5.480431453,4756,18.88233333
MT,1977.3,1977,3,353.214,216.805,NA,4.846259397,5948,17.11766667
MT,1977.4,1977,4,343.8216667,227.999,NA,5.61541109,4540,19.307
MT,1978.1,1978,1,344.2083333,234.224,NA,7.150804987,2376,24.61366667
MT,1978.2,1978,2,360.9313333,237.657,NA,5.224631832,5230,18.85733333
MT,1978.3,1978,3,376.0573333,233.816,NA,4.443205469,6687,16.709
MT,1978.4,1978,4,366.4066667,251.054,NA,5.187860483,5310,19.00866667
MT,1979.1,1979,1,363.5586667,253.859,NA,6.771213449,2828,24.61733333
MT,1979.2,1979,2,372.657,256.598,NA,5.041544011,5607,18.78766667
MT,1979.3,1979,3,380.379,242.525,NA,4.528991699,6494,17.22733333
MT,1979.4,1979,4,371.1053333,257.931,NA,5.158822832,5361,19.14466667
MT,1980.1,1980,1,369.1943333,255.645,NA,6.631737757,3004,24.484
MT,1980.2,1980,2,375.1796667,258.682,NA,6.307111526,3444,23.663
MT,1980.3,1980,3,378.1893333,245.38,NA,5.644527256,4480,21.347
MT,1980.4,1980,4,372.677,253.785,NA,6.436941373,3249,23.989
MT,1981.1,1981,1,375.273,249.773,NA,7.73143818,1798,29.014
MT,1981.2,1981,2,384.8906667,255.899,NA,6.468070586,3207,24.895
MT,1981.3,1981,3,389.7866667,247.044,23.25,5.934528289,3992,23.132
MT,1981.4,1981,4,381.4693333,256.268,23.105,7.286736898,2225,27.79666667
MT,1982.1,1982,1,378.1466667,255.18,23.044,9.042611332,938,34.19433333
MT,1982.2,1982,2,386.7176667,255.941,23.138,7.946107108,1624,30.729
MT,1982.3,1982,3,392.5726667,241.744,23.244,7.317880851,2189,28.728
MT,1982.4,1982,4,384.1693333,250.177,23.346,8.608877335,1185,33.07266667
MT,1983.1,1983,1,383.6593333,249.767,23.498,10.18594621,565,39.07933333
MT,1983.2,1983,2,391.8943333,252.384,23.845,8.542268622,1224,33.47666667
MT,1983.3,1983,3,402.0253333,242.195,23.76,7.54993881,1968,30.35266667
MT,1983.4,1983,4,393.25,252.565,23.898,7.907098962,1651,31.09466667
MT,1984.1,1984,1,392.4196667,254.334,24.02,8.956652699,990,35.14766667
MT,1984.2,1984,2,403.7936667,257.539,24.34,7.473866603,2021,30.179
MT,1984.3,1984,3,409.9223333,248.282,24.513,6.95505734,2595,28.51033333
MT,1984.4,1984,4,399.6696667,260.739,24.545,7.758573956,1778,31.00866667
MT,1985.1,1985,1,396.7896667,259.449,24.487,9.046522549,935,35.89566667
MT,1985.2,1985,2,404.007,261.107,24.717,7.666368817,1865,30.97266667
MT,1985.3,1985,3,406.9943333,248.223,24.734,6.944814137,2606,28.265
MT,1985.4,1985,4,397.3113333,257.759,24.605,7.663931057,1867,30.44966667
MT,1986.1,1986,1,396.3156667,255.932,24.322,8.720489643,1122,34.56066667
MT,1986.2,1986,2,402.577,256.578,24.387,7.372751051,2131,29.681
MT,1986.3,1986,3,405.8023333,245.525,24.3,6.657346311,2975,27.01566667
MT,1986.4,1986,4,396.6456667,254.573,24.207,7.572669814,1951,30.03666667
MT,1987.1,1987,1,395.1416667,250.66,24.044,8.784781829,1081,34.71233333
MT,1987.2,1987,2,401.3733333,253.126,24.049,7.098461947,2442,28.49133333
MT,1987.3,1987,3,405.029,243.267,23.96,6.159476647,3656,24.94766667
MT,1987.4,1987,4,397.3793333,253.986,23.86,7.008500694,2527,27.85033333
MT,1988.1,1988,1,395.256,250.824,23.734,7.903485336,1659,31.239
MT,1988.2,1988,2,402.9233333,256.241,23.762,6.453336863,3229,26.002
MT,1988.3,1988,3,407.6576667,247.336,23.819,5.718196559,4325,23.31066667
MT,1988.4,1988,4,399.4386667,260.306,23.705,6.110157922,3723,24.40633333
MT,1989.1,1989,1,397.2793333,257.827,23.719,7.31206758,2195,29.04933333
MT,1989.2,1989,2,406.5043333,264.568,23.66,5.898830107,4047,23.979
MT,1989.3,1989,3,411.164,255.162,23.635,5.143041057,5394,21.14633333
MT,1989.4,1989,4,402.6166667,269.641,23.616,5.878875688,4072,23.66933333
MT,1990.1,1990,1,402.71,267.127,23.772,7.089799939,2448,28.55133333
MT,1990.2,1990,2,410.868,272.183,23.913,5.781743366,4241,23.75533333
MT,1990.3,1990,3,413.479,262.81,23.932,5.151087883,5378,21.29866667
MT,1990.4,1990,4,406.1473333,275.948,23.867,6.100085191,3730,24.77533333
MT,1991.1,1991,1,403.0936667,273.896,23.941,7.616013152,1918,30.69966667
MT,1991.2,1991,2,410.9843333,279.197,24.002,6.131458377,3702,25.19933333
MT,1991.3,1991,3,416.1773333,268.29,24.162,5.320888852,5045,22.14433333
MT,1991.4,1991,4,408.3383333,281.043,24.192,6.232086954,3544,25.448
MT,1992.1,1992,1,411.2266667,282.393,24.291,7.845065171,1695,32.261
MT,1992.2,1992,2,420.526,288.335,24.572,6.340947607,3395,26.66533333
MT,1992.3,1992,3,423.076,280.763,24.757,5.49365441,4735,23.24233333
MT,1992.4,1992,4,414.2193333,296.255,24.806,6.139179082,3689,25.42966667
MT,1993.1,1993,1,414.0576667,292.022,24.932,7.513526699,1996,31.11033333
MT,1993.2,1993,2,424.6033333,297.663,25.216,6.02130616,3849,25.56666667
MT,1993.3,1993,3,429.7246667,288.915,25.61,5.020811776,5638,21.57566667
MT,1993.4,1993,4,421.9303333,305.536,25.776,5.459827096,4786,23.03666667
MT,1994.1,1994,1,424.7303333,302.134,25.947,6.759347696,2842,28.709
MT,1994.2,1994,2,435.2056667,308.214,26.21,5.297878321,5090,23.05666667
MT,1994.3,1994,3,443.082,299.217,26.599,4.675808692,6263,20.71766667
MT,1994.4,1994,4,436.0776667,317.036,26.692,5.224604486,5231,22.78333333
MT,1995.1,1995,1,435.2866667,318.904,26.885,6.421362167,3272,27.95133333
MT,1995.2,1995,2,442.2023333,323.419,27.079,5.31634463,5052,23.509
MT,1995.3,1995,3,449.2773333,314.841,27.397,4.700660023,6222,21.119
MT,1995.4,1995,4,440.0563333,328.171,27.499,5.26349278,5159,23.16233333
MT,1996.1,1996,1,439.09,329.182,27.823,6.508764338,3160,28.57933333
MT,1996.2,1996,2,448.676,332.659,28.339,5.400704889,4885,24.23166667
MT,1996.3,1996,3,454.272,324.482,28.602,4.843353762,5954,22.002
MT,1996.4,1996,4,446.5293333,340.242,28.749,5.357020218,4966,23.92066667
MT,1997.1,1997,1,443.8956667,340.033,28.615,6.550187844,3121,29.076
MT,1997.2,1997,2,452.831,342.646,28.82,5.213055938,5253,23.60633333
MT,1997.3,1997,3,458.1296667,329.156,29.103,4.520772503,6514,20.711
MT,1997.4,1997,4,451.612,344.613,29.259,5.10607926,5459,23.05966667
MT,1998.1,1998,1,454.0236667,344.436,29.75,6.802875915,2795,30.88666667
MT,1998.2,1998,2,461.6936667,349.332,30.119,5.434267021,4830,25.08966667
MT,1998.3,1998,3,466.9963333,339.385,30.252,4.829017216,5983,22.55133333
MT,1998.4,1998,4,460.6346667,354.771,30.286,5.253042179,5185,24.19733333
MT,1999.1,1999,1,460.8846667,354.562,30.352,6.430459103,3258,29.637
MT,1999.2,1999,2,467.952,358.443,30.685,5.314433959,5056,24.869
MT,1999.3,1999,3,469.894,347.509,30.858,4.547976068,6462,21.37066667
MT,1999.4,1999,4,462.294,362.819,30.908,4.881092984,5878,22.565
MT,2000.1,2000,1,468.5593333,361.961,31.8,5.909674904,4032,27.69033333
MT,2000.2,2000,2,471.869,361.768,32.155,4.613639237,6351,21.77033333
MT,2000.3,2000,3,470.3273333,354.991,32.593,4.091901952,7252,19.24533333
MT,2000.4,2000,4,464.705,370.005,32.745,4.421514724,6732,20.547
MT,2001.1,2001,1,467.7213333,368.076,32.9,5.647736116,4469,26.41566667
MT,2001.2,2001,2,472.532,369.829,33.25,4.271809458,6982,20.18566667
MT,2001.3,2001,3,471.2173333,362.066,33.045,3.724254626,7755,17.54933333
MT,2001.4,2001,4,464.3796667,375.668,32.891,4.391234471,6786,20.392
MT,2002.1,2002,1,462.1,371.823,32.859,5.615306932,4541,25.94833333
MT,2002.2,2002,2,467.962,372.894,33.222,4.40833515,6753,20.62933333
MT,2002.3,2002,3,471.1573333,363.036,33.449,3.754159969,7715,17.688
MT,2002.4,2002,4,463.9786667,378.465,33.339,4.269161801,6984,19.808
MT,2003.1,2003,1,466.0253333,376.356,33.409,5.261373488,5164,24.51933333
MT,2003.2,2003,2,472.6826667,379.041,33.485,4.214455364,7062,19.921
MT,2003.3,2003,3,474.2373333,369.49,33.829,3.700116397,7774,17.54733333
MT,2003.4,2003,4,468.9433333,383.221,33.991,4.081587683,7266,19.14033333
MT,2004.1,2004,1,468.109,381.319,34.175,5.099880583,5475,23.873
MT,2004.2,2004,2,477.8426667,384.056,34.711,3.98896987,7393,19.061
MT,2004.3,2004,3,481.5393333,374.436,34.673,3.322331578,8162,15.99833333
MT,2004.4,2004,4,474.773,395.198,34.57,3.747615527,7724,17.79266667
MT,2005.1,2005,1,474.291,392.786,34.879,4.752075554,6123,22.53866667
MT,2005.2,2005,2,482.812,395.974,35.189,3.607339227,7859,17.41666667
MT,2005.3,2005,3,488.7763333,386.166,35.478,2.961204477,8452,14.47366667
MT,2005.4,2005,4,483.14,402.757,35.597,3.330297636,8150,16.09
MT,2006.1,2006,1,483.273,403.692,35.732,4.261773366,6997,20.596
MT,2006.2,2006,2,494.115,407.287,36.051,3.171866198,8293,15.67266667
MT,2006.3,2006,3,498.826,399.564,36.473,2.627970475,8639,13.109
MT,2006.4,2006,4,493.2163333,417.927,36.632,2.920692678,8484,14.40533333
MT,2007.1,2007,1,496.473,415.367,36.804,4.052318387,7307,20.11866667
MT,2007.2,2007,2,503.9643333,417.947,37.115,3.241565375,8223,16.33633333
MT,2007.3,2007,3,508.472,411.244,37.52,2.953554965,8459,15.018
MT,2007.4,2007,4,502.06,427.545,37.692,3.456027832,8021,17.35133333
MT,2008.1,2008,1,504.9193333,426.179,37.717,4.739833029,6144,23.93233333
MT,2008.2,2008,2,512.6553333,428.149,37.751,4.190729834,7101,21.484
MT,2008.3,2008,3,516.3136667,416.487,37.835,4.143605212,7176,21.394
MT,2008.4,2008,4,505.0503333,429.384,37.788,4.933831678,5781,24.91833333
MT,2009.1,2009,1,493.1286667,426.727,37.587,6.479647638,3195,31.953
MT,2009.2,2009,2,497.9913333,423.349,37.24,5.675667716,4411,28.26433333
MT,2009.3,2009,3,499.7733333,401.058,37.158,5.573926847,4604,27.857
MT,2009.4,2009,4,490.1996667,411.999,36.988,6.314841775,3432,30.95533333
MT,2010.1,2010,1,495.659,408.465,36.734,8.409948506,1306,41.68466667
MT,2010.2,2010,2,503.2086667,408.151,36.643,7.181911281,2350,36.14
MT,2010.3,2010,3,506.8063333,393.652,36.609,6.54385403,3128,33.16466667
MT,2010.4,2010,4,496.427,408.878,36.527,7.074219036,2473,35.11833333
MT,2011.1,2011,1,495.556,407.584,36.374,8.321763837,1352,41.239
MT,2011.2,2011,2,502.3956667,408.285,36.322,6.922432319,2630,34.778
MT,2011.3,2011,3,507.4733333,396.023,36.419,6.247553238,3519,31.70466667
MT,2011.4,2011,4,499.477,412.527,36.497,6.320144204,3429,31.56766667
MT,2012.1,2012,1,499.192,412.633,36.442,7.167783138,2362,35.781
MT,2012.2,2012,2,507.862,414.894,36.551,5.933895428,3993,30.136
MT,2012.3,2012,3,513.8093333,403.466,36.724,5.33226333,5023,27.39766667
MT,2012.4,2012,4,505.0736667,420.892,36.825,5.529424421,4683,27.92766667
MT,2013.1,2013,1,505.8143333,420.675,36.904,6.500408912,3167,32.88
MT,2013.2,2013,2,512.6116667,422.772,37.046,5.32287274,5042,27.28566667
MT,2013.3,2013,3,515.6776667,412.229,37.318,4.785030442,6064,24.67533333
MT,2013.4,2013,4,509.0196667,428.654,37.536,5.107464741,5455,25.998
MT,2014.1,2014,1,507.1786667,427.137,37.01,5.821682826,4158,29.52633333
MT,2014.2,2014,2,512.8833333,428.184,37.788,4.499398824,6560,23.07666667
MT,2014.3,2014,3,517.603,415.745,38.164,4.039067265,7321,20.90633333
MT,2014.4,2014,4,508.34,432.144,38.409,4.323484282,6894,21.978
MT,2015.1,2015,1,510.7456667,431.015,38.609,5.026833316,5626,25.67433333
MT,2015.2,2015,2,517.844,429.995,38.901,3.952091106,7444,20.46566667
MT,2015.3,2015,3,522.057,424.661,39.13,3.65068693,7822,19.05866667
MT,2015.4,2015,4,516.7323333,438.203,39.344,4.061806338,7295,20.98866667
MT,2016.1,2016,1,517.0413333,439.102,39.521,5.067808892,5548,26.20266667
MT,2016.2,2016,2,523.572,440.685,39.713,4.007662747,7371,20.983
MT,2016.3,2016,3,526.8803333,429.831,39.978,3.612331959,7853,19.03266667
MT,2016.4,2016,4,519.0203333,446.404,40.195,3.917829809,7500,20.33433333
MT,2017.1,2017,1,519.2956667,445.032,40.211,4.791040685,6050,24.87966667
MT,2017.2,2017,2,527.1966667,444.9,40.425,3.785936937,7677,19.95933333
MT,2017.3,2017,3,531.537,435.243,40.694,3.570525978,7909,18.97866667
MT,2017.4,2017,4,523.7836667,452.089,40.921,3.986251321,7400,20.87933333
MT,2018.1,2018,1,520.8443333,449.001,41.341,4.933143812,5782,25.694
NC,1971.1,1971,1,NA,NA,NA,NA,NA,NA
NC,1971.2,1971,2,NA,NA,NA,NA,NA,NA
NC,1971.3,1971,3,NA,NA,NA,NA,NA,NA
NC,1971.4,1971,4,NA,NA,NA,NA,NA,NA
NC,1972.1,1972,1,NA,NA,NA,NA,NA,NA
NC,1972.2,1972,2,NA,NA,NA,NA,NA,NA
NC,1972.3,1972,3,NA,NA,NA,NA,NA,NA
NC,1972.4,1972,4,NA,NA,NA,NA,NA,NA
NC,1973.1,1973,1,NA,NA,NA,NA,NA,NA
NC,1973.2,1973,2,NA,NA,NA,NA,NA,NA
NC,1973.3,1973,3,NA,NA,NA,NA,NA,NA
NC,1973.4,1973,4,NA,NA,NA,NA,NA,NA
NC,1974.1,1974,1,NA,NA,NA,NA,NA,NA
NC,1974.2,1974,2,NA,NA,NA,NA,NA,NA
NC,1974.3,1974,3,NA,1720.861,NA,NA,NA,NA
NC,1974.4,1974,4,NA,1761.161,NA,NA,NA,NA
NC,1975.1,1975,1,NA,1773.206,NA,NA,NA,NA
NC,1975.2,1975,2,NA,1690.108,NA,NA,NA,NA
NC,1975.3,1975,3,NA,1583.737,NA,NA,NA,NA
NC,1975.4,1975,4,NA,1622.422,NA,NA,NA,NA
NC,1976.1,1976,1,2551.546,1669.283,NA,7.191430868,2342,183.4926667
NC,1976.2,1976,2,2603.553,1694.289,NA,5.965002441,3941,155.302
NC,1976.3,1976,3,2663.764,1676.685,NA,5.905453086,4043,157.3073333
NC,1976.4,1976,4,2625.195333,1729.555,NA,6.226228753,3558,163.4506667
NC,1977.1,1977,1,2602.865333,1771.823,NA,7.025462708,2506,182.8633333
NC,1977.2,1977,2,2674.725,1768.878,NA,5.888991703,4060,157.5143333
NC,1977.3,1977,3,2739.249333,1736.614,NA,5.591884784,4584,153.1756667
NC,1977.4,1977,4,2736.050667,1811.896,NA,5.210612572,5258,142.565
NC,1978.1,1978,1,2700.436667,1847.557,NA,5.374945534,4930,145.147
NC,1978.2,1978,2,2764.226333,1852.441,NA,4.43796269,6694,122.6753333
NC,1978.3,1978,3,2814.521,2105.068,NA,4.301122642,6941,121.056
NC,1978.4,1978,4,2781.281667,2149.27,NA,4.217899542,7057,117.3116667
NC,1979.1,1979,1,2771.075667,2181.268,NA,5.142106669,5395,142.4916667
NC,1979.2,1979,2,2803.615667,2279.632,NA,4.675319858,6264,131.078
NC,1979.3,1979,3,2853.921667,2243.91,NA,4.695165074,6232,133.9963333
NC,1979.4,1979,4,2833.146333,2300.833,NA,4.776891745,6086,135.3363333
NC,1980.1,1980,1,2812.297333,2258.873,NA,5.919703606,4016,166.4796667
NC,1980.2,1980,2,2858.040667,2312.453,NA,6.436460783,3251,183.9566667
NC,1980.3,1980,3,2885.536,2272.11,NA,6.913215892,2641,199.4833333
NC,1980.4,1980,4,2860.068333,2310.152,NA,6.215189497,3581,177.7586667
NC,1981.1,1981,1,2861.250333,2257.498,NA,6.958717698,2585,199.1063333
NC,1981.2,1981,2,2906.143,2314.208,NA,6.095800058,3734,177.1526667
NC,1981.3,1981,3,2921.969667,2268.246,102.908,5.45966197,4787,159.5296667
NC,1981.4,1981,4,2945.855333,2330.32,102.71,7.961434178,1611,234.5323333
NC,1982.1,1982,1,2915.350333,2291.083,103.606,9.588338783,721,279.5336667
NC,1982.2,1982,2,2944.816667,2315.108,102.86,9.234123233,854,271.928
NC,1982.3,1982,3,2980.211667,2236.251,103.581,9.328923505,803,278.0216667
NC,1982.4,1982,4,2924.684333,2279.479,103.506,9.882639186,648,289.036
NC,1983.1,1983,1,2879.527333,2245.19,104.109,10.65175974,428,306.7203333
NC,1983.2,1983,2,2916.82,2273.459,105.318,9.283169113,830,270.7733333
NC,1983.3,1983,3,2989.986333,2237.163,105.399,8.182869063,1450,244.6666667
NC,1983.4,1983,4,2965.714,2315.18,106.946,7.547131427,1971,223.8263333
NC,1984.1,1984,1,2964.909,2343.422,108.546,7.383104619,2120,218.9023333
NC,1984.2,1984,2,3042.503,2404.664,108.921,6.649711329,2983,202.3176667
NC,1984.3,1984,3,3087.233,2403.155,110.675,6.609705196,3033,204.057
NC,1984.4,1984,4,3050.624,2489.334,112.086,6.447555211,3239,196.6906667
NC,1985.1,1985,1,3044.861333,2490.37,113.791,6.713551487,2900,204.4183333
NC,1985.2,1985,2,3092.231667,2540.063,114.932,5.905465255,4042,182.6106667
NC,1985.3,1985,3,3138.191333,2504.048,116.349,5.460108976,4785,171.3486667
NC,1985.4,1985,4,3135.232333,2575.14,117.846,4.951530971,5752,155.242
NC,1986.1,1986,1,3117.682,2567.534,120.059,5.571030015,4614,173.687
NC,1986.2,1986,2,3174.944333,2624.926,120.664,5.434258007,4831,172.5346667
NC,1986.3,1986,3,3230.391333,2584.238,121.343,5.195170368,5289,167.8243333
NC,1986.4,1986,4,3208.843333,2655.409,122.8,5.133272321,5410,164.7186667
NC,1987.1,1987,1,3210.025333,2671.464,124.126,5.458991186,4789,175.235
NC,1987.2,1987,2,3267.780667,2718.587,124.652,4.605092835,6362,150.4843333
NC,1987.3,1987,3,3315.012667,2687.359,125.036,4.200154891,7081,139.2356667
NC,1987.4,1987,4,3298.688667,2770.932,125.722,3.987342041,7398,131.53
NC,1988.1,1988,1,3282.108,2790.863,126.159,4.424676661,6728,145.2226667
NC,1988.2,1988,2,3328.264333,2850.929,127.032,3.614005819,7851,120.2836667
NC,1988.3,1988,3,3391.406,2813.114,127.548,3.45269779,8025,117.095
NC,1988.4,1988,4,3359.778,2897.808,128.88,3.433193106,8047,115.3476667
NC,1989.1,1989,1,3351.639667,2918.381,129.957,3.901781805,7527,130.7736667
NC,1989.2,1989,2,3414.037667,2955.378,130.286,3.661763935,7807,125.014
NC,1989.3,1989,3,3456.416333,2913.648,131.168,3.458100003,8019,119.5263333
NC,1989.4,1989,4,3427.628333,2982.511,131.776,3.280159216,8193,112.4316667
NC,1990.1,1990,1,3436.143667,2991.273,133.024,3.923943421,7489,134.8323333
NC,1990.2,1990,2,3502.763,3026.921,133.125,3.802721832,7645,133.2003333
NC,1990.3,1990,3,3536.675667,2985.865,134.221,4.055003819,7304,143.4123333
NC,1990.4,1990,4,3514.691667,3044.264,134.99,4.841629067,5957,170.1683333
NC,1991.1,1991,1,3480.206667,3035.148,134.898,6.223136174,3569,216.578
NC,1991.2,1991,2,3531.987667,3030.933,134.717,5.919933847,4015,209.0913333
NC,1991.3,1991,3,3586.676333,2924.82,135.14,5.765653606,4271,206.7953333
NC,1991.4,1991,4,3559.623,2979.905,136.086,5.78397394,4235,205.8876667
NC,1992.1,1992,1,3543.949333,2990.199,136.137,6.907895974,2649,244.8123333
NC,1992.2,1992,2,3596.760667,3020.939,136.179,6.211728294,3587,223.421
NC,1992.3,1992,3,3643.152,2963.609,136.911,6.007490217,3864,218.862
NC,1992.4,1992,4,3599.816,3051.474,137.873,5.786666133,4230,208.3093333
NC,1993.1,1993,1,3581.575,3061.326,139.02,6.139952395,3687,219.907
NC,1993.2,1993,2,3629.295,3109.201,138.782,5.384222923,4914,195.4093333
NC,1993.3,1993,3,3654.097,3057.538,139.603,4.788387756,6057,174.9723333
NC,1993.4,1993,4,3619.816667,3150.912,140.893,4.344151868,6867,157.2503333
NC,1994.1,1994,1,3602.231333,3177.268,141.698,5.105835328,5461,183.924
NC,1994.2,1994,2,3662.184667,3220.466,141.9,4.397812089,6774,161.056
NC,1994.3,1994,3,3710.945333,3174.843,143.753,4.312054898,6912,160.018
NC,1994.4,1994,4,3716.267333,3271.482,144.289,3.80147571,7647,141.273
NC,1995.1,1995,1,3698.956667,3290.569,146.781,4.433105912,6707,163.9786667
NC,1995.2,1995,2,3740.408,3340.19,146.507,4.461821634,6651,166.8903333
NC,1995.3,1995,3,3780.777333,3297.951,148.375,4.526688163,6499,171.144
NC,1995.4,1995,4,3775.271333,3375.935,149.462,4.31257303,6909,162.8113333
NC,1996.1,1996,1,3791.921667,3377.798,150.801,5.051080081,5586,191.533
NC,1996.2,1996,2,3872.230667,3431.244,151.419,4.48627716,6602,173.719
NC,1996.3,1996,3,3913.464667,3368.842,153.584,4.220829386,7050,165.1806667
NC,1996.4,1996,4,3922.883333,3463.417,154.759,3.916388031,7503,153.6353333
NC,1997.1,1997,1,3921.874333,3465.722,155.996,4.471271942,6637,175.3576667
NC,1997.2,1997,2,3975.511333,3524.238,156.147,3.834659759,7614,152.4473333
NC,1997.3,1997,3,3984.312667,3482.923,158.603,3.729719003,7750,148.6036667
NC,1997.4,1997,4,3969.408,3568.997,159.745,3.433643841,8046,136.2953333
